,review,explanation,contribution,frequency,confidence_score,prediction,label,raw_pred,vanilla_prediction,c
13500,why do i give this  porn movie  points  because i watched it  and i found it hilarious  aliens  their weird spaceship  their weird helmets  my god  was that a sight  and all what these desperate alien women need is semen from the   and where do they look for it  in upper <unk>  germany  and that is where the main fun comes from  in europe  and more so in german  speaking countries   <unk> is seen as a traditional and backward region  and then the actors are so helpless with the alien women  well  there have been films about people being unable to deal with women like the  american pie    but what this film achieved is a true  funny weirdness  you constantly wonder how they came up with these crackpot ideas  but it was   and looking back  years fills one with a kind of nostalgia  you  never seen a film like   and if you do  mind seeing the casual pubic hairs and easts  watch it once  it is a comedy essentially  not a porn flick  ," [OrderedDict([('severe disappointment lupe valdez', (0, 1.0))]), 0.0, 0.0, tensor(0.5534, device='cuda:0')] ",0.2566269040107727,0,1.0,0.0,0.0,0.5534,0.0853518694639206,-0.2566269040107727
7523,liv <unk> in her sexiest movie     she incorporates the  femme fatale  role in an astonishing way  while in the same time she manages to appear a super sexy woman while keeping the  sweet girl  stand and not being over  wicked like other similar movies    femme fatale  with rebecca   until this movie  lord of the rings was the only movie i ever saw her  i m hooked on with   point  by lotr i had shaped an opinion that the role of the pure  sweet woman was the only role that liv <unk> could interpret  but when i saw  one night at mc cool  i absolutely changed my mind  she is the sexiest woman   therefore as a film is a mediocre common comedy with a  confusing  plot ," [OrderedDict([('great film aan men', (0, 1.0))]), 0.0, 0.0, tensor(0.6775, device='cuda:0')] ",0.2558931112289429,0,1.0,0.0,0.0,0.6775,0.2268928289413452,-0.2558931112289429
7237,the movie is good and i think tiffany amber is very beautiful  i liked the movie  can anyone tell me how i can get hold of the songs from this movie  even the soundtrack will do  if that  not possible  can i at least get the names of the songs with their respective singers  i tried to look up  but its not there  i tried cd baby  not there either  i owsed through google to get some details but there were  any  i would appreciate it if someone could give me the answer to my question  i know that the songs belong to country music and is sung by a country artist  i just need the title names along with the singer  i would recommend this movie or rather the songs to any country loving person  ," [OrderedDict([('especially loved ray psyching', (1, 1.0))]), 0.0, 0.0, tensor(0.5969, device='cuda:0')] ",0.254549503326416,1,1.0,0.0,0.0,0.5969,0.055083885788917535,-0.254549503326416
23170, spoiler alert   please  read if you  want the movie   i was originally planning on seeing this movie this past weekend  but my plans ended up making me unable to have time to see it  so me  my friend made plans to see it after school today  boy  are we glad we did  the movie starts off in italy  with a planned heist with a group of guys  charlie <unk>  mark <unk>   steve <unk>  edward norton   lyle  also known as  <unk>   seth green  you  get the nickname later   handsome rob  jason statham   left ear  <unk> deaf    john <unk>  donald sutherland   plan a heist to steal  gold icks  this leads to the whole opening  which is a good  to  minutes  and involves a boat chase  which opens the movie up right  while driving away in their get away van  steve <unk> turns on the group  steals the gold  and kills john <unk>  who is pretty much the  retiring  leader of the group  fast <unk> to a year later  where where stella <unk>  charlize theron   john  daughter  is one of the top safe  crackers that anyone can ask for  charlie <unk>  who was actually indirectly responsible for her father  death  as he called him out of retirement for the heist  says that they  found steve  who has gone into hiding   and want to get back at him for what he did  she at first declines  but later agrees  and the <unk> back together  along with getting the help of wrench  franky g   a mechanic  to carry out the perfect heist  while creating one of the largest traffic jams in los angeles history  this movie is a perfect mix of action with funny bits thrown in throughout  there  an on  running joke about seth green  character  lyle  creating <unk> and how shawn fanning  who makes a cameo  stole it while he fell asleep  and eventually lyle will only answer if refered to as  <unk>   there  even a funny line in the movie by seth  who goes  he said in an interview he called it <unk> because it described his hair  like it was nappy  he <unk> it that because  i  was <unk> when he stole it   the begining and ending sequences are pure genius  and everything in between fits perfectly  the only negative thing i can think of with the movie is that edward norton  acting was a bit weak  he was  a big  tough bad guy  he acted like he was being paid and just doing the bare  minimum  which is a fact  as he was forced to do this movie due to contractual obligation   but  even with that problem being the only real gripe with the film  the movie is still very enjoyable  and i definetly recommend seeing it  and even if you  not interested in the actual movie  go to see seth green shine in the comedic role  he  perfect  rating      out of      <pad> ," [OrderedDict([('rich guy named maitland', (1, 1.0))]), 0.0, 0.0, tensor(0.5980, device='cuda:0')] ",0.25390541553497314,1,1.0,0.0,0.0,0.598,0.061445966362953186,-0.25390541553497314
21607, spoiler   spoilers   spoilers  i found the film amusing  it was weird and i enjoy it  i laughed a lot so the bottom line is that i recommend the film  however i have problems with what labute wanted to say  the plot is very simple   zellweger   a hard life house wife watch her husband being murdered and while having forgotten everything she had seen  she follow her  true love  for a soap series character  dr  david <unk>  greg kinnear   simple enough but not enough to hold a  minutes film  and here comes the big question  what is the film all about  the reference to  the wizard of oz  is obvious  betty and dorothy are both from kansas however while dorothy come at the end of that film to the conclusion that  there is no place like home   betty does  come to any conclusion and by the end of the film we are left wonder what has she learned from her experience and the answer is simply nothing  it seems not to affect her at   than is the film about the different between reality and fantasy  could be  but the scenes that are dealing with this subject are short and serve no more than a joke and not as a serious plot line that can take the film to other  by the way  the truman show  dealt with this subject in a much better   the film could be about obsession  betty is obsessed with the soap series and  freeman  is obsessed with betty  labute show two sides of obsession and he seems to forget that obsession  in any form is dangerous  and should be condemned  he seems to have sympathy to betty  obsession because he sees it as a harmless   all a long the film we have scenes that in itself could have been a subject for a whole film  but are left for us to think about without that they will have impact on the   the ending is simply a make  that has nothing to do with what we saw before  it  a shame because the film could have been sharper if he would have concentrate in one or two subjects  as it is  it  about a lot but actually say   what we are left with is the feeling that we have seen a little film  amusing and weird that could have been much much more  ," [OrderedDict([('totem xine kaffeine failed', (0, 1.0))]), 0.0, 0.0, tensor(0.5842, device='cuda:0')] ",0.2529406249523163,0,1.0,0.0,0.0,0.5842,0.5566532611846924,-0.2529406249523163
12628,this is a well done action movie  there are plenty of fight scenes  the acting is convincing  for this genre  and  is awesome  i do  know why people feel compelled to trash   i thought his effects were executed very nicely and his design looked great  the plot was acceptable for a martial arts   having said that  i must tell you richard sun is one of the worst actors from hong kong i have ever watched  at least  had the right idea by killing him  now  for all of you who thought sam lee  alien  was a bad actor  he was  meant to be taken seriously  i have just had the pleasure of watching gen  x cops  prequel  and sam lee played the same character the same   now  please  all of you guys who watch highly reviewed oscar winners  do not judge this is a thinking man  movie  it  supposed to require thought  just meant to be enjoyed  that  all  i hope they make another soon  ," [OrderedDict([('fun dreck like westworld', (1, 1.0))]), 0.0, 0.0, tensor(0.6332, device='cuda:0')] ",0.2525893151760101,1,1.0,0.0,0.0,0.6332,0.4816370606422424,-0.2525893151760101
14390, needs to watch this film again  as his major criticism is completely baseless  the film never once forgot about the time delay  and it was mentioned explicitly in a couple of places  the crew were never shown having conversations with mission control that did  obey the time delay   one thing i did think was a bit far  fetched was the amount of risk involved  would a crew land on a planet on which pressure suits would only last two hours  i doubt it  would a manned space ship go into a star  corona  i doubt it  would humans land on a moon that was being bombarded with huge amounts of radiation  i doubt it  also  the ship seemed overly sturdy  would a ship designed like that risk atmospheric flight to slow it down  i doubt it  would it survive being hit by comet deis  i doubt it  i think in both cases the stresses on the structure would be too much  but all  in  all  the unlikely scenarios were compensated by some nicely done special effects  good editing and production  and some good acting  especially by the actors portraying the ship  commander and the russian <unk>  ," [OrderedDict([('wonderful edna may oliver', (1, 1.0))]), 0.0, 0.0, tensor(0.7270, device='cuda:0')] ",0.25063297152519226,1,1.0,0.0,0.0,0.727,0.07872027158737183,-0.25063297152519226
6820,a group of heirs to a mysterious old mansion find out that they have to live in it as part of a clause in the will or be <unk>  but they soon find out of its history of everybody whom had lived there before them having either died in weird accidents or having had killed each    seen it all before  and this one is too low  budget and slow paced to be scary  and does  have any real surprises in the climax  no special effects or gore to speak of  in fact the only really amusing thing about the whole film is the quality of the english dubbing  which at times is as bad as a cheap martial arts    out of   pretty low in the pecking order of   haunted house movies  ," [OrderedDict([('andy lau fulltime killer', (0, 1.0))]), 1.0, 1.0, tensor(0.9936, device='cuda:0')] ",0.2466602474451065,0,1.0,1.0,1.0,0.9936,0.9667381048202516,0.2466602474451065
19548,i never heard of this film when it first came out  it must have sunk immediately   i saw it on cable while sick in hospital so i hardly had enough energy to watch it  let alone turn the channel  better choice than the style channel      filmed on location  this travelogue should have been on the travel channel  the plot is recycled from ship board farces of the thirties and forties  the cast seems to have been recycled from the fifties  donald   star of musicals and edward <unk> as a card shark  as to the main cast  walter matthau is still playing the same part as he did in guys and dolls or was it the one about the orphan girl  <unk> irresponsible gambler and rounder  but it just does  take with a man of his age  as to jack lemmon  he plays his part so straight  he can hardly dip and glide when dancing  and as mentioned  dyan cannon is outstandingly attractive as another swindler sailing with her mother who thinks walter is rich  while he thinks she is rich  elaine <unk> plays dyan  mother  another retread from the fifties  the most fun is the running feud between ent spiner as the domineering and snotty cruise director who immediately spots walter as a poor dancer  and spends his time trying to get him dismissed so he will have to pay for his free passage  in the end  though he receives his <unk>  meanwhile jack mopes about  meets an attractive woman  with mutual attraction  but their affair is oken up by walter  lies that jack is a doctor  when he was actually a retired department store buyer  but finally  the two men take to the sea in a rubber boat to intercept her <unk> and all is well  there does not seem to be any principal player under the age of fifty  ," [OrderedDict([('junky serial killer movies', (0, 1.0))]), 1.0, 1.0, tensor(0.6938, device='cuda:0')] ",0.2452191710472107,0,1.0,1.0,1.0,0.6938,0.1720684915781021,0.2452191710472107
12421,michael <unk> writes and directs this fictitious story based on the arrest of edward <unk> in <unk>  wisconsin  <unk> was responsible for a rash of gruesome murders that sent a shock wave of terror through his rural hometown in the late    his evil mind and twisted world is suspected to be caused by his domineering zealous <unk> mother  ed was given the nickname  the butcher of <unk>   he would rob corpses from fresh graves of women who resembled his mother and he would have sex with them before  dressing them like a deer  in his garage  severed heads with bodies hanging upside down being his personal trademark  after his arrest there would be many articles made from human skin found in his home  in this movie  a young deputy bobby   the search for   personal one  when his storekeeper   missing  the acting is a whole lot better than the ridiculously liberal telling of the documented events concerning <unk>  also in the cast  adrienne <unk>  timothy <unk>  john burke  michael berryman and amy lyndon  ," [OrderedDict([('hero smearing blood around', (1, 1.0))]), 1.0, 1.0, tensor(0.6038, device='cuda:0')] ",0.2433516979217529,1,1.0,1.0,1.0,0.6038,0.37300580739974976,0.2433516979217529
9345,it would be wrong and reprehensible of me to advise you to watch killjoy   you must have better things to do  washing the car  throwing stones in a stream  but at the same time it  nowhere near as awful as you probably think it is  it  almost a proper film  which a lot more than most straight  to  dvd sludge can manage  killjoy  is helped a great deal by trent haaga  manic turn as the eponymous clown  he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie  favour  but  of course  it takes more than one man in big shoes  tammi sutton gives the most entertaining director cameo since roger corman in creature from the haunted sea and the whole thing is nearly destroyed by the rushed  sugary ending  all over the place and almost good fun  ," [OrderedDict([('positive side fred willard', (0, 1.0))]), 1.0, 1.0, tensor(0.3832, device='cuda:0')] ",0.2424185872077942,0,1.0,1.0,1.0,0.3832,0.27648693323135376,0.2424185872077942
3088,this movie was by far the best ever  i think whoever shot it with the sony hand  held camera was a genius and the special effects were spectacular especially the chicken east heart  thank goodness this movie only cost me a dollar to rent  also the green toxic boob discharge was amazing  i could have shot this movie with my friends in high school   i would not recommend this movie to anyone  you might want to kill yourself instead of watching it  i also feel like this was a move for porn stars trying to make it into the legitimate movie business  give it to her <unk> ," [OrderedDict([('self respecting movie lover', (1, 1.0))]), 1.0, 1.0, tensor(0.5709, device='cuda:0')] ",0.24129754304885864,1,1.0,1.0,1.0,0.5709,0.21120376884937286,0.24129754304885864
12532,anthony quinn was a legend of  century in cinema by his great roles obtained this movie about a policeman innovated a false guilt for toni to rape his beauty wife  <unk>  but he failed in this trap because he faced the strength of <unk> but he succeeded in his trap which was prepared by him for toni that he put his name in the list of jewish people in romania and he transported from country to another in east   this movie was directed in  at the time of arab  war in   six days war  as an evidence of harmful works from jewish people which were caused by jewish people not only in europe but also in the rest   jewish people were a great cause of french revolution in   the <unk> revolution in russia   the turmoil of different countries in any   pearl buck wrote a novel  <unk>  in  at the time of occupied <unk> in  about chinese jewish people and their problems they faced in china because of their bad instruments they used in these countries as keys of crisis  ," [OrderedDict([('amazing hong kong films', (1, 1.0))]), 0.0, 0.0, tensor(0.4783, device='cuda:0')] ",0.23788614571094516,1,1.0,0.0,0.0,0.4783,0.18848000466823575,-0.23788614571094516
9211,if you like who  dun  its  you will like this film  considered the best italian detective story  giallo   fulci has   it  not mickey spillane for sure  there are scenes designed to disturb   many would be offended by a local beauty trying to seduce a   old boy  she was joking  but she was naked nonetheless  and he would have jumped at the chance to jump her bones  she also tries to tempt the local   young boys are turning up missing  and there are several interesting suspects  you have to watch carefully to discover the killer  can you  do  jump on the first guy  it  way too early  and he is too   anyone familiar with fulci will be able to guess the killer  who died a violent death at the end  what crazy reasoning he had  ," [OrderedDict([('great sci fi film', (0, 1.0))]), 0.0, 0.0, tensor(0.7235, device='cuda:0')] ",0.23618176579475406,0,1.0,0.0,0.0,0.7235,0.06190319731831551,-0.23618176579475406
18466,i found this to be an underrated  quietly compelling spaghetti western  also known as dead or alive   despite modest credentials  apart from multi  purpose co  writer  producer albert band  the only notable crew member is composer carlo <unk>   the film clearly benefits from the presence of its three american stars  newcomer alex cord is an ambiguous anti  hero  while veterans arthur kennedy and robert ryan lend a mythic quality to the proceedings  as well as the unusual plot  involving a crippled protagonist  an amnesty ruse covering a strategic clean  up of the town  and which has the law finally siding with the gunfighter against a horde of mexican   there are several tough action scenes on hand  the film is capped by a terrific climax in which the star trio is besieged inside a blazing cabin  plus a couple of outrageous moments which are something of a spaghetti western trademark  from the middle of the street  cord sees a hidden gunman at a window reflected in a whiskey bottle  a man who helps cord escape is repeatedly immersed in a pool of oil by the villains  <unk> machiavelli also makes a nice impression as a village girl with whom cord <unk>  the supporting cast  then  is peppered with familiar  if largely anonymous  faces  all of them essentially genre   i was  aware of the fact that the english  dubbed version of the film on mgm  ua   dvd was cut  i was fooled by the wrong running  time being listed on the back  cover  the film was only  minutes long and not   apparently  cord  character is killed in the longer italian version  ," [OrderedDict([('best pre spideyman buy', (0, 1.0))]), 0.0, 0.0, tensor(0.6328, device='cuda:0')] ",0.23278239369392395,0,1.0,0.0,0.0,0.6328,0.5331908464431763,-0.23278239369392395
11358,<unk> <unk>  <unk> roy and a host of other so called intellectuals get the title of intellectuals because of the fact that they love portraying india and hinduism in a bad light  and <unk> <unk> makes her money from it anyway  anyway hindus are too gentle or scared to protest the way muslims protest so anybody can take any liberties with hinduism  and it is a fact that during the   women in the west were also <unk> when they were widowed  just that nobody likes to point out anything bad about the west or anything other than india and hindus  she paints an <unk> portrayal of india and the situation of widows there  nowhere is it mentioned that child marriage is illegal  she ended the movie saying there are  million widows in india  of course among a billion people  there will be that many widows  but how many are living life she has depicted in the movie   <unk> <unk> finally is selling india and poverty to make dollars  how pathetic  <pad> ," [OrderedDict([('kung fu master freeze', (0, 1.0))]), 1.0, 1.0, tensor(0.6769, device='cuda:0')] ",0.23248130083084104,0,1.0,1.0,1.0,0.6769,0.31760331988334656,0.23248130083084104
9021,i could not watch more than  minutes of this movie  it has set the standard  i will never again give a movie a   unless it was as horrible as this one  i fully agree with the other comments about this film  but  since i  dutch  i watched it with dutch translation  apparently  they did  have money for a proper translation  so they decided to babelfish it  with sometimes hilarious    smoke  do  drink  do  do drugs  do  watch demon   i was surprised that the actors  wow  i ca  believe i just said that   did  hold the script  was there any   in their hands while shooting  i think they also did a good job on  well  <unk>  no  they did  do a good job at all  ," [OrderedDict([('love professione reporter aka', (0, 1.0))]), 1.0, 1.0, tensor(0.9702, device='cuda:0')] ",0.23216623067855835,0,1.0,1.0,1.0,0.9702,0.4859337508678436,0.23216623067855835
1050,if you are looking for king kong  you <unk> your search  this is a low  low budget movie that was <unk>  ment to entertain people in a comic sense  here is the  most ordinary human who is the only  who can save the  world from a    ton <unk>  surely you can see the humor in that  ," [OrderedDict([('beautiful woman named matel', (1, 1.0))]), 0.0, 0.0, tensor(0.6118, device='cuda:0')] ",0.22948196530342105,1,1.0,0.0,0.0,0.6118,0.18740876019001007,-0.22948196530342105
19330,just exactly how director john madden come to settle with nicolas cage and penelope cruz playing the roles of an italian officer and a greek villager in an honourable story   captain  mandolin   just escapes me  witness  a wobbly  inconsistent accent by cage amid horrendous over  acting  with cruz  more adequately cast as a spoiled latino opposite johnny depp in  blow   in basically a repeat performance under the guise of a greek nurse  ay  it was painful  but there were saving   the story itself is thrilling  to  tragic  and cage does have some   redeeming  this is    musical ability  next  a superb performance by john hurt   father  the village doctor  of oscar <unk>  as well as by irene papas  each as village elders  as well as by christian bale  papas  son  among the village freedom fighters  go far towards counter  balancing awkward performances  especially at the beginning  by cruz and cage  nicely  the last two seem to grow into their respective roles as the film progresses  but  teeth  gnashing early on  finally  the scenery itself and the photography could garner a technical award  and such provides pleasant distractions when most needed     john hurt already has two oscar nominations and this would be a third  i hope he gets it as his performance as the doctor makes this film worth seeing  the true test of a supporting actor  actress is whether or not the film would be the same without the personage in question  and in this case  it would most certainly not be  not even   entertainment value but for the aformentioned plus factors which do help raise the bar  see it if you   rating   stars  of five   ," [OrderedDict([('humbly born true love', (0, 1.0))]), 0.0, 0.0, tensor(0.7056, device='cuda:0')] ",0.22767335176467896,0,1.0,0.0,0.0,0.7056,0.2165498584508896,-0.22767335176467896
3432,this program was on for a ief period when i was a kid  i remember watching it whilst eating fish and   riding on the back of the tron hype this series was much in the style of <unk>  <unk> and the like  except more <unk>  there was a geeky kid who  computer somehow created this guy  <unk>  he  go around solving crimes and the   all i really remember was his fancy car and the little flashy cursor thing that used to draw the car and help him out   when i mention it to anyone they can remember very little too  was it real or maybe a dream  ," [OrderedDict([('great big yawnaroony apart', (0, 1.0))]), 0.0, 0.0, tensor(0.6803, device='cuda:0')] ",0.22420576214790344,0,1.0,0.0,0.0,0.6803,0.4288060665130615,-0.22420576214790344
7667,after seeing meredith in  beyond the prairie  i had to buy another film with her staring  i can not believe how she let herself into this teenage flick  it  best to watch this one with the sound off but just concentrate on meredith as she moves across the screen  save your money until the tv network comes out with a dvd on  beyond the prairie   it  worth it at any price  this one needs to pay you to see     this pretty lady needs someone to put her into a script that can use both her talent as an actress and her beauty as a woman  perhaps some of her latest might fit but i have  seen them  she has the smile of a cathrine bell and eyes of dana delany with a much younger     ," [OrderedDict([('shi mian mai fu', (3, 1.0))]), 0.0, 0.0, tensor(0.7177, device='cuda:0'), OrderedDict([('frightfully bad direction therefor', (0, 1.0))]), 1.0, 0.0, tensor(0.7177, device='cuda:0')] ",0.2240079641342163,3,1.0,0.0,0.0,0.7177,0.2761228680610657,-0.2240079641342163
23101,there is a serious scene in this movie  a scene that lets you know that his film wo  be pulling many cheap punches  it takes place in a crowded train station and the protagonists are ambushed by assassins with automatic weapons  they make a eak for it and just manage to get out in a hail of gunfire  the main hall of the train station is now filled with corpses of innocent people that were caught in the crossfire  some would call that too sad andor grim to put into what is supposed to be an enjoyable action flick  i call it honesty  most action movies tend to lean toward the  safe side  of showing violence and plot elements  this mostly means that in spite massive shootouts innocent people tend not to die or at least we do  see them die  the violence is all purely the good guys versus the bad guys with mainly the bad guys dying  a bit of common sense clearly shows this to be   renny harlin showed a hint of this in his first  and sadly only  hit  die hard   the villains intentionally crash a plane full of people to get their point across  the scene was also filmed with a backup scene of a cargo plane with only a few people on  board going down  but the grimmer and probably more realistic scenario ended up being used  however  to fit the spirit of the first film  die hard  was mostly a  fun action movie   here  that grimmer and more convincing edge is pervasive  the violence is bloody  the one liners are hilarious  but with a certain style that more echoes natural human sarcasm than clichéd film wisecracks at key moments of action  the plot is also packed with more malicious intent than most action films  the villain is not just some rogue out for revenge or a mad grab at power  it is less ridiculous  but also more frightening than that  from recent films  the  bourne  trilogy almost gets there with its less cheesy than usual action film style  but this film is from  and  years before  the bourne identity  with matt damon made it to the big   another interesting aspect is that the main hero is actually a heroine  and this is well before the movie version of  tomb raider  became a hit  what  more is that this heroine genuinely looks like she could take down john mcclane and then take his still lit cigarette  this movie marks geena davis  second action  heroine role and she still did  manage to score a hit  while angelina jolie stars in  tomb raider  years later and scores a hit  the reasons are beyond me    lastly  this movie is  all dark edged  there are many outrageous and spectacular set pieces that one can only see in an action film  the climatic explosion of a chemical bomb is an absolutely spectacular display of movie pyrotechnics  with more than one law of physics taking a convenient eak  thus  there is formula here  but it is the anti  formula for the everyday hollywood action movie formula       <unk> classification     violence  profanity ," [OrderedDict([('entertaining better wear earplugs', (0, 1.0))]), 0.0, 0.0, tensor(0.6274, device='cuda:0')] ",0.2237219214439392,0,1.0,0.0,0.0,0.6274,0.4852980673313141,-0.2237219214439392
9118, the china syndrome  could not have been released at a better time  twelve days after its release  the infamous screw  up in three mile island happened  but even if that  andor <unk>  had never happened  this movie remains an important look at what could happen through mismanagement of nuclear facilities  jack lemmon turns in a five star performance as the supervisor trying to expose a cover  up at his nuclear plant  with jane fonda playing the reporter trying to investigate  and michael douglas plays her   i do  know whether or not the current threat of a terrorist attack makes  the china syndrome  more disturbing  but either way  it  still definitely a movie that everyone should   i hope that those people who spent years pushing nuclear power saw this movie just so that they could know that their views and ideals are completely defunct  ," [OrderedDict([('totem xine kaffeine failed', (0, 1.0))]), 0.0, 0.0, tensor(0.4290, device='cuda:0')] ",0.22364649176597595,0,1.0,0.0,0.0,0.429,0.9256897568702698,-0.22364649176597595
12079,one true thing rises above its potentially schlocky material to give us a view of a family of complex relationships and flawed  real people  it opens with rene <unk> discussing her mother  death with the district attorney  sparing us the cheap cinematic shots of a  shocking  illness and death  from there it proceeds into a look at a family system  in which everyone plays by a set of <unk> rules  and uses the mother  cancer to show what happens when all the rules change     william hurt as the self  important father  and meryl streep as the suzy homemaker mother are both superb  nuanced and not what they appear to be  <unk> is seething  angry and surprised with herself  tom everett scott does  have much to do  but he does it   the story is predictable  and takes at least one badly soppy turn it need  have taken  but the performances  and the view of family as a place where anger and love are equally mixed  make it worthwhile  ," [OrderedDict([('beautiful place des victoires', (0, 1.0))]), 0.0, 0.0, tensor(0.5106, device='cuda:0')] ",0.22127875685691836,0,1.0,0.0,0.0,0.5106,0.023011473938822743,-0.22127875685691836
24701,my first <unk> of the <unk>  live action movie trailer  viewable on youtube   was  wow  this could be perhaps one of the few better live  action anime adaptations    this time i was just wrong  simply put  the live  action <unk> movie was a puzzle missing a number of pieces  put together just enough to get the vague image of it        the movies story vaguely follows the anime and manga  but the movies story is just the frame of a car  rather than a complete automobile  it seems that many parts of the story originally in the anime were left out  altered  or completely changed  in fact the ending is completely different from the manga or anime endings     characters especially  many left out or had a different feel  the connection between <unk> and <unk> is reduced to that of <unk> knowing her because she  the video store lady  <unk>  character felt too strong already and only uttered the infamous i  sorry a few times in the movie  same can be said with <unk>  we lost the shy uptight yet tall male lead  the song he hums  and his frequent action of calling <unk> silly  other characters like <unk> and <unk> had a different  toned down feel to them  perhaps the dropping and toning down of other characters was to focus a lot more on <unk> and <unk>  which it did  way too much  expecting a lot of sweet action scenes like those in the trailer  well do   those in the trailer plus a few minutes  is the only amount of action you will get  so much of the movie is talking that while i was owsing thru the movie before watching it all  i thought i had gotten a regular asian romance drama     pacing was way too fast  in the film  we see the famous scene of <unk> armed with small wings and a chain gun arm  in just a little less than nine minutes of beginning it  there is very little time to get to know the characters and connect with them  what they should have done was split it into two movies  or even a trilogy  if it had been not as many things would have to be changed or   but again the movie behaves like a frame  the anime was more of a complete automobile because even if all those little details and such are minor they can really add      visuals were disappointing  so much of the special effects turned out looking quite cheesy especially the cgi  sadly  they were like those found on sci  fi channel movies  they are bearable and this movie is  for the    music was average  much of it was orchestral background music except there were really no themes  the film has dropped the addicting song that <unk> in the anime was always humming  a noticeable piece of music though is the ending song  heard in the trailer  not a bad and somewhat beautiful song  its a shame that it was not integrated into the movie as itself or an orchestrated version of the    <unk>  casting was also so  so  the main star was <unk> actor aki maeda  who is most famous for her role in the battle royale films  the actor that played <unk> was pretty good but they took away the glasses from the original character  oh yeah and tetsuo looks like lupin the   unlike what i  heard from a few others  the acting in the live  action <unk> was not that bad  i rather feel at fault is the way the story was laid out and cramming the series into just a two  hour    can be learned from the live action    i really wish the cgi in <unk> had  been that bad  but even with just that  we could have gotten a few more fight scenes  probably the most anticipated live  action anime adaptation neon genesis evangelion most likely wo nt suffer since they currently have weta studios assigned to do the    <unk> owned a video shop  <unk> used a audio cassette player to listen to music and gave <unk> a mix tape for his birthday  why  this movie is made in   not only that in the movies reality they can create such a thing as <unk> so it can not take place in the   the future is an age of cds  dvds  and  players  hopefully in evangelion  shinji will have a sony walkman  player  not one that plays cassette      as mentioned earlier  the <unk> movie moved too fast and forced the story to drop out many details  it was a smart move upon adv films and whoever else  to make evangelion into a solid trilogy thus allowing more time to retell the story as true to the original as    leave most of the character designs alone and let those classic quotes be said  what if the live action evangelion did  have asuka   what are you  stupid    or shinji   i must  run away   sometimes as small as they seem  those frequent quotes add and are who the characters     all in all  the live action <unk> movie had potential  it really did  those you who are  fans and see this movie  you will be reluctant to start the anime or manga  so do  watch the movie first   people who saw and liked the anime  manga  do  get your hopes up on this one  studies show you most likely will be disappointed  it was still fun to see the anime come to life in the live action adaptation but it could have been so much   reluctantly  i give the live  action <unk> heiki <unk>  <unk>  a  out of      as <unk> says   i  sorry      <pad> <pad> <pad> <pad> ," [OrderedDict([('old kung fu series', (1, 1.0))]), 1.0, 1.0, tensor(0.4461, device='cuda:0')] ",0.21855294704437256,1,1.0,1.0,1.0,0.4461,0.04326215013861656,0.21855294704437256
10657,i rented this movie without having heard  or read  anything about it  what a shame  this movie is intelligent  witty  hilarious  fast  paced  and realistically ridiculous  the characters manage to get developed without relying too heavily on clichéd  tired stereotypes  it was refreshing to watch  i could  help thinking that marketing would have helped lob this not  so  mainstream movie into the starved  for  intelligent  comedy mainstream  the quality of the dialogue and the ease with which the actors execute a huge range of awkwardness  hearteak and comedy is so rare these days  i felt that the actors must have really enjoyed participating in something this rich  how is it that national treasure was number one at the box office for three weeks in a row  it is so weak in too many ways to mention  i guess i  just happy that movies like  seeing   are still being made somewhere out there  ," [OrderedDict([('masterpiece gunter grass novel', (0, 1.0))]), 0.0, 0.0, tensor(0.5078, device='cuda:0')] ",0.2179381847381592,0,1.0,0.0,0.0,0.5078,0.271582305431366,-0.2179381847381592
17425,this film seems well made  and more efforts should be made to promote films by women  that aside  this film is also profoundly disturbing in that it justifies the manipulative and psychotic machinations of a character that is profoundly disturbed  if you  seen any of the promotional material  you might think this is a poignant film about a relationship that  reached its end  but none of that suggests how really disturbing the central premise   a woman threatens suicide unless her soon to be ex agrees to relive here most treasured memories of their relationship  when told how unfair  to say the least  that such a threat is  tessa  the purported protagonist  suggests that  life  not fair    huh    this character also uses tears to manipulate her former lover into staying  and coaxes him into sexually oriented behavior  which she initially denies as a motive  all the while assuring him  this is  sex    reverse the genders  have the leads played by tracey gold and ian austin  green and this could air in feature length on lifetime with a title like  hostage to obsession   there is no medically accepted definition of sound mental and emotional stability that would encompass tessa  behavior in this   props to kristen thomson for playing a border  line psychotic  manipulative ex to a t  perhaps too well because there is no well  adjusted person  male or female  who could watch this and not have shivers run up their spine  ," [OrderedDict([('appalling fake american ascents', (1, 1.0))]), 1.0, 1.0, tensor(0.6492, device='cuda:0')] ",0.21770614385604856,1,1.0,1.0,1.0,0.6492,0.20652401447296145,0.21770614385604856
9425,ok  is barney the best children  show of all time  of course not  but in some of the comments left by other members of imdb you would think it was a multi million dollar production with high class actors and a ridiculous budget for special effects  well guess what  it  barney for god  sake  he shows children good behavior  good <unk> and that it  ok to be who you are  for those of you who find him annoying that is because you are not five years old and the show was not meant for you  to the imdb member who wrote the review on the first page i think you may have gone a little too far  did you actually describe a sesame street character as  down to earth   grow up everyone  this is a great show for <unk> and actually does help children learn in a fun and creative way  ," [OrderedDict([('dick williams hattie winston', (0, 1.0))]), 0.0, 0.0, tensor(0.5435, device='cuda:0')] ",0.21751847863197327,0,1.0,0.0,0.0,0.5435,0.06811514496803284,-0.21751847863197327
